bfieh,bfiah,bfich,bfinh,bfioh,bfiae,bfiaa,bfiac,bfian,bfiao,wallposts,portraits,imp_avs,friends,likes_portrait,sex,age,selfesteem
300,400,278,238,310,4.6,4.22,4.11,1.75,4.5,2,2,0,143,13,2,19,3
288,378,300,300,390,4.4,4.11,4.11,2,4.4,23,4,0,212,52,2,21,2.9
213,300,244,338,260,4.4,4,4.56,1.63,4.1,47,12,0,129,22,2,20,3.2
250,289,300,400,350,2.6,2.89,3,4,3.5,93,1,1,215,37,2,21,3.2
338,311,478,238,410,4.4,4.33,4.78,1.38,4.5,26,5,2,95,4,1,20,2.7
388,289,267,313,410,4.8,4,4.56,1.38,4.5,35,29,1,588,11,1,21,2.4
438,300,356,300,310,4.8,3.67,4.11,1.75,3.5,18,12,0,420,50,2,21,3.6
300,411,344,288,410,4.2,4.44,4.22,1.75,4.4,14,16,0,479,49,2,19,3.5
275,378,367,363,270,4.6,4.33,4.89,1.5,3.7,0,6,0,252,14,2,19,2.8
450,311,322,188,360,4.6,3.44,4.22,1.75,3.2,65,4,0,549,44,1,19,4
425,411,311,250,340,4,4,4.11,1.88,3.4,31,33,0,541,38,2,19,3.8
113,356,311,425,330,3.8,4.33,4.56,1.25,4.7,202,15,1,138,14,2,20,1.8
250,289,389,425,350,4.2,4,4.44,1.5,4,22,29,1,345,35,2,18,2.6
275,400,389,200,330,3.6,4.22,4.44,1.75,3.9,18,4,0,105,11,1,20,3.6
288,356,211,325,410,3.8,3.78,4.56,1.88,4.1,42,3,0,86,15,1,19,2.6
325,322,256,300,470,4.4,4,4.67,1.5,4.1,15,3,0,88,10,2,18,3
350,378,333,375,390,4.4,3.78,4.78,1.25,4.4,61,29,3,312,28,2,21,2.7
275,411,311,188,340,3.4,3.89,4.67,2.63,3.9,0,2,2,203,7,1,20,2.5
250,311,189,413,400,3,4.44,4.22,2.25,4.3,54,3,2,170,23,2,18,2
363,289,278,350,420,4.2,3.56,4.44,1.5,4.6,3,17,0,249,41,2,18,2.9
250,322,300,350,260,4.2,4.22,4.56,2,4,0,2,0,120,6,2,23,3.5
350,389,322,325,370,4,4.22,3.67,2.75,3.9,130,15,1,155,14,2,20,3.1
313,433,256,163,280,4.4,4.44,4.56,1.5,3.9,155,14,2,727,28,2,19,3.2
288,244,189,363,280,4,4,4,1.88,4.1,127,71,0,137,23,2,18,2.3
388,311,278,188,440,4.6,3.67,4.89,1.25,4.7,65,4,0,364,26,1,19,3.8
450,244,289,338,460,4.4,3.44,4.67,1.38,4.9,111,12,2,406,24,2,20,2.7
313,422,333,238,470,4.4,4.44,5,1.38,4.7,74,1,0,109,28,2,18,3.5
350,456,344,300,360,4,4.33,4.78,1.5,4,3,6,0,184,27,2,19,2.7
338,400,433,200,420,3.6,4,4.89,1.88,4.6,45,8,0,165,34,2,17,2.7
300,311,367,275,330,4.2,3.67,4.33,2.25,4.2,86,3,0,33,11,1,19,2.5
175,367,433,363,350,3.8,4.33,4.44,1.75,4.2,99,14,4,138,7,2,19,2.2
388,344,300,413,270,4,3.44,4.56,2.25,3.9,47,16,1,317,42,2,21,2.9
288,367,244,313,380,4,4.11,4.11,1.88,3.9,6,3,0,146,35,2,20,2.8
288,356,300,275,340,4.6,4.33,4.78,2,4.4,3,1,0,156,14,2,20,2.7
338,233,356,225,370,3.8,3.44,4.44,1.63,4.1,10,1,5,75,6,1,21,3.6
300,356,267,325,400,4.4,4.44,4.56,1.25,4.1,670,73,0,410,20,2,18,2.6
250,356,300,350,380,3.6,3.44,3.44,1.75,4.5,2,6,0,121,9,1,20,2.7
263,400,389,313,420,3.6,3.78,4.11,2.25,4,650,1,0,452,12,2,21,3.6
388,356,344,288,490,4.8,4.33,4.56,1.38,4.7,30,73,1,363,22,2,18,3.5
413,400,389,263,310,4.6,4.11,4.44,2,3.7,105,45,0,445,32,2,18,2.9
238,278,300,375,340,3,3.56,3.78,2.13,4.2,36,2,0,148,19,1,19,2.1
338,278,322,350,360,4.4,3.56,3.78,1,4.1,9,3,0,67,12,2,19,3.3
450,300,233,175,330,4.8,3.33,3.89,1.25,4,25,3,0,81,5,1,20,2.8
300,389,433,213,320,3.6,4.22,5,1.75,3.7,73,2,0,61,13,1,18,2.9
238,378,278,263,400,4.2,4.44,4.78,1.38,4.6,42,8,2,94,5,2,18,2.9
325,433,344,213,320,4.4,3.89,4.56,1.75,4.2,31,13,0,181,15,2,22,2.7
363,278,278,275,280,4,3.44,4.22,3,3.4,289,9,14,68,11,1,18,3
288,389,256,300,270,4.2,5,4.22,1.75,4.2,1,2,0,83,40,2,19,3.3
300,311,289,438,350,4.4,3.67,4.78,1.63,4.5,45,2,0,201,32,2,20,2.1
325,378,278,238,310,4.2,3.67,4.44,1.75,3.9,73,1,0,78,2,1,19,2.4
375,378,289,325,380,4.2,4.22,4.22,1.5,4.3,143,26,0,416,24,2,20,2.8
338,244,389,325,500,4.6,3.78,4.78,1.5,4.8,73,7,1,66,7,1,21,3.3
163,344,278,388,390,3.8,4.44,4,1.88,3.8,6,6,0,55,13,2,20,2.4
250,322,433,200,330,3.2,3.56,4.89,1.63,3.9,127,23,1,125,9,1,21,3.6
388,378,300,238,370,3.6,4.56,4.89,1.63,4.7,123,41,10,442,12,1,19,2.9
338,456,367,300,470,4.2,4.67,4.11,1.88,4.7,14,5,0,674,18,1,19,3.1
450,300,167,338,460,4.8,3.89,4.56,1.63,4.2,4,9,2,407,41,2,18,3.1
238,411,356,238,440,4.8,4.67,4.44,1.75,4.3,31,29,7,87,12,2,18,2.8
425,322,333,413,400,4.8,4.11,4.22,1.5,4.5,3,1,0,135,79,2,18,2.6
313,433,344,313,300,4.2,4.44,4.22,1.63,3.7,115,63,3,242,5,2,20,2.8
363,356,322,313,360,4.4,3.44,4.44,1.63,3.7,17,12,0,994,73,2,20,2.9
363,300,411,275,380,4,3.89,4.44,1.88,4.3,168,21,0,286,29,2,20,3.2
363,389,278,200,430,4.4,4.22,4.33,1.38,5,43,10,0,292,36,2,20,2.6
375,378,356,338,320,4.6,4,4.33,1.5,4.2,3,17,0,241,50,2,19,3.1
288,378,244,288,460,4.4,4,4.78,1.88,4.4,128,7,0,184,35,2,18,2.4
250,356,289,313,350,3.8,4,3.67,2,3.2,72,8,12,149,14,1,19,3.4
413,311,289,250,430,5,4.44,3.89,2.13,4.7,128,1,1,76,41,1,18,3
288,433,422,150,400,4.6,4.67,4.56,1.13,4.7,49,9,3,279,16,2,22,4
313,133,133,425,420,3,3.44,3.67,2.13,4.2,43,9,3,218,9,1,18,1.4
438,456,422,200,400,4.8,4.67,4.89,1.63,4.5,87,18,2,188,28,2,18,3.8
338,333,422,263,320,3.8,3.89,4.56,1.5,3.8,48,20,0,291,66,2,19,3.6
388,311,244,438,440,4.2,3.33,4.33,2.38,4.2,37,3,1,165,22,2,19,2.4
175,233,300,338,310,4.6,4.33,4.33,1,4.5,64,9,5,110,6,2,20,2.2
425,356,244,200,350,4.6,4.33,4.44,1.13,4,5,19,6,246,16,2,19,3.6
275,333,367,288,280,3.4,4.33,4.67,1.63,3.8,9,3,0,120,15,2,19,3.5
250,356,444,363,430,3.2,4,4.78,2.5,4.6,1,1,0,113,18,1,18,2.7
263,322,300,213,410,3.6,3.44,4.67,1.5,4.1,6,1,3,45,16,1,21,3.2
350,400,344,438,350,4.8,4.33,4.67,1.25,4.5,261,2,1,404,33,2,21,2.8
300,278,267,350,390,4,3.89,4.33,1.38,4.1,41,30,1,192,45,2,18,3.2
375,356,278,275,380,4.2,4.11,4,1.63,3.8,1,6,0,229,23,2,18,3
350,256,289,250,410,4.6,3.67,4.33,1.75,4.7,12,1,0,180,31,2,20,3
350,344,278,325,260,5,4,4.22,2,4,4,7,0,138,29,2,19,2.8
400,311,389,313,300,4.4,3.44,4.89,1.63,4,43,12,2,196,19,2,21,3.5
338,333,211,338,380,3.4,4.22,4.44,1.63,4.7,0,7,0,165,17,2,21,3.2
238,311,322,313,290,4.8,4,4.44,1.5,3.7,5,8,1,153,14,1,19,3.2
413,300,311,338,360,5,4.11,4.56,1.25,4.6,0,9,0,354,52,2,18,3.5
313,289,289,238,310,3.4,4,4.67,1.75,3.4,153,4,3,72,19,2,21,3.8
488,256,356,175,370,4.2,3.89,4.89,1.13,4.1,137,6,0,127,7,1,25,3.5
275,400,356,238,360,3.8,4.22,4.56,1.88,4.1,35,22,0,190,14,2,20,3.2
238,389,400,313,340,3.2,3.78,5,2.38,4.4,14,4,1,20,12,2,17,1.8
150,333,278,275,380,3.6,3.89,4.56,1.88,4,28,4,1,58,12,2,20,2.9
438,333,300,288,360,4.2,4.22,4.56,1.38,3.6,38,13,3,292,25,2,19,2.7
300,433,378,288,340,3.8,4.44,4.56,1.88,4.2,24,6,1,385,19,1,21,3.2
350,344,344,250,500,4.6,3.78,4.22,1.5,4.4,0,1,0,143,22,1,19,3.6
363,322,333,188,380,4,3.33,4.78,1.63,4.2,4,2,0,173,18,1,18,3.3
200,356,322,338,240,4.6,3.78,4.78,2.25,3.6,7,7,0,98,20,2,21,2.4
338,411,400,375,350,4.2,4.22,4.44,1.75,4.5,0,7,2,215,9,2,20,2
338,411,389,313,420,3.8,4.22,4.44,2.25,4.5,83,24,1,292,10,2,21,3.1
463,333,433,363,390,4.4,4.33,4.78,1.5,3.8,11,15,0,265,76,2,18,3.5
450,422,478,238,500,4.4,4.89,4.67,1.5,5,12,5,0,66,13,2,20,3.7
213,311,400,288,370,4.4,4.33,4.67,1.25,4.7,49,15,0,131,18,2,21,3.2
263,333,367,350,380,4,3.56,4,2.25,3.9,288,14,3,203,20,2,19,3.1
463,356,333,288,410,4.8,4.33,4.89,1.38,3.8,100,4,2,238,23,2,18,3.6
400,389,411,363,390,4.2,4.11,4.56,1.25,4.5,76,7,3,212,10,2,21,3
338,389,411,225,360,4.2,3.89,4.33,2.13,4,3,1,0,128,8,1,20,3.1
238,356,300,375,430,4,3.89,4.11,2.25,4.1,17,18,0,203,39,2,19,3.2
238,300,378,425,330,3.6,4.44,4.11,1.63,4,712,30,36,141,10,2,21,2.3
500,289,256,275,380,4.4,3.67,4.22,1.63,4.4,183,18,10,553,27,2,18,3.5
413,289,200,325,350,4.2,3.44,4.44,2,4,8,15,1,413,43,2,18,2.8
300,289,356,375,290,4.2,4.11,4.67,2,4.3,163,1,0,136,14,2,21,3.2
325,433,367,375,400,4.2,4.33,4.89,1.75,4,33,3,1,238,33,1,19,2.9
350,422,389,238,400,4.8,4.11,4.44,1.63,4.6,0,10,0,178,16,2,19,3.1
175,344,256,413,370,4,4.33,4.44,2.13,4,60,3,1,39,7,2,20,2.1
450,300,367,413,370,4.8,3.67,4.44,1.75,3.8,18,14,0,230,40,2,20,2.9
250,367,333,338,410,4.4,4.33,5,1.38,4.1,22,1,0,93,17,2,20,3.4
375,422,367,200,350,3.8,4.44,4.67,1.88,4.3,35,5,0,268,10,1,21,3.4
463,411,400,263,380,4.8,4.11,4.11,2.13,4.5,51,2,0,203,14,1,21,2.9
288,378,400,225,350,4.4,3.56,3.89,1.88,3.6,28,1,4,299,19,1,18,3
325,378,289,225,370,3.8,4.11,4.22,1.75,4,1,1,1,104,8,1,20,3.2
213,422,333,263,350,4.6,4.33,4.22,1.88,4.2,42,14,1,89,10,2,21,2.8
388,356,322,288,390,4.6,4.67,4.22,1.88,4.2,34,2,0,492,69,2,19,2.9
325,367,278,338,280,4.4,4.22,4.33,1.63,4.2,22,11,1,225,6,2,21,3
313,389,356,288,280,4.6,4.11,4.67,1.25,4.1,40,1,2,104,40,2,20,3.1
438,333,389,288,350,4,4.11,4.89,1.75,4,100,11,0,405,40,2,20,3.3
350,444,389,238,450,4,4.56,4.11,2.13,4,76,20,1,188,15,2,18,3.4
375,389,367,313,360,4.6,4.67,4,2.38,3.9,17,9,0,183,27,2,20,3.5
325,289,433,363,310,3.6,4.11,4.67,1.63,4,32,19,1,181,22,2,19,3.1
300,378,300,438,370,4.6,3.89,4.22,1.5,4.7,0,9,1,113,22,2,18,2.5
338,378,322,300,400,4.4,4.44,4.22,1.75,4.5,29,1,0,141,38,2,18,3.1
363,333,322,263,370,4.2,3.78,3.89,2.25,4.2,4,12,1,229,2,1,20,2.7
313,278,256,338,380,4.6,4.44,4.22,2,4.1,16,13,0,879,20,2,20,3.1
338,356,400,225,300,4.8,4.11,4.22,2.38,4.1,18,18,1,319,30,2,20,2.8
338,378,267,400,480,4,4.33,4.44,1.25,4.8,110,21,2,102,20,2,17,2.4
350,322,400,250,420,4,4,4.56,2.63,3.8,0,3,1,141,15,1,21,3.2
425,400,244,138,340,4.6,4.33,4.67,1.13,4.1,74,6,0,261,30,2,20,3.3
213,311,344,338,470,3.6,3.67,4,2,4.2,84,6,0,181,30,1,20,3.1
363,333,300,325,410,4.4,4.22,4.78,1.63,3.5,1,7,0,193,33,2,17,4
400,378,344,338,430,4.2,4.22,4.33,1.5,4.7,227,127,0,452,14,2,19,3.4
400,356,200,313,410,4.6,4.22,3.89,1.63,4.2,31,12,0,281,21,2,20,2.7
425,211,200,338,400,4.4,2.89,3.78,1.63,4.9,28,13,1,107,9,2,19,3.1
338,389,456,325,320,5,4.67,4.89,1.13,4.3,96,7,0,177,19,2,20,3.3
250,333,389,225,270,4,3.67,4.11,1.88,3.5,73,2,0,169,59,2,19,2.9
288,322,256,400,370,3.2,3.33,4,2.5,4.1,73,2,3,122,18,2,18,3.2
338,400,444,188,410,4.4,4.33,4.89,1.38,4.5,21,16,0,627,40,1,20,3.7
375,400,433,288,320,3.8,3.67,4.56,1.88,3.6,29,25,4,107,12,2,20,3.5
463,356,400,400,320,4.8,4.33,5,1.13,4.2,21,5,0,352,22,2,20,3
350,378,289,275,500,4,4.22,4.22,2,4.8,74,23,0,270,26,2,18,2.9
313,222,278,350,410,4,2.11,4.56,2.25,4.6,164,5,0,211,10,1,19,3
413,311,344,313,400,4.8,4.67,4.89,2.38,4.1,190,28,0,461,46,2,19,2.5
288,378,289,375,380,4.2,4.11,4.33,1.88,4.6,118,33,3,164,15,2,18,2.5
388,344,322,463,330,5,3.89,4,2.5,4.1,73,2,0,40,3,2,20,2.5
425,344,356,313,260,4.4,4.22,4.33,1.88,4.1,50,11,2,166,22,2,19,3.4
288,311,233,300,440,4,3.67,3.89,2.13,4.4,14,13,5,118,8,1,19,3.5
263,311,267,363,360,4.2,3.33,3.44,2.5,3.7,139,10,22,80,7,2,18,2.3
300,378,278,413,300,4.2,4.11,4.33,2,4.2,22,11,0,468,45,2,21,3.1
213,400,322,350,280,4.2,3.67,4.44,2,3.8,21,21,0,314,12,2,24,3.5
425,411,411,200,460,4.8,3.89,4.78,1.5,4.8,87,3,1,328,33,1,19,4
325,333,333,263,330,3.8,3.67,4.67,1.88,4,0,6,2,220,47,2,19,3.2
338,411,311,325,370,3.8,3.89,4.22,2.38,3.8,231,9,4,272,13,2,20,2.9
275,411,433,375,320,4.4,4.33,4.89,1.75,4.2,49,1,0,177,37,2,20,2.5
350,400,311,300,350,3.8,4.22,3.33,2.5,3.6,126,4,0,254,16,1,21,3.3
325,333,367,363,440,4.8,4,4.78,2.25,4.6,104,121,16,551,49,2,18,3.2
388,378,278,300,420,4.2,3.56,4.67,2.13,4.4,123,71,3,1088,17,1,21,2.6
350,333,389,263,350,3.8,3.89,4.78,2.13,4.6,35,1,0,196,25,1,18,2.9
338,333,300,375,440,3.4,4,4.22,1.63,4.1,58,32,1,723,36,2,21,3.3
338,344,344,288,380,3.6,4.33,4.44,1.63,4.5,45,13,0,239,19,2,19,3
200,356,256,400,300,4.6,4,4,2,3.6,0,4,0,298,50,2,19,3.2
475,289,322,213,350,5,3.67,4.67,2,4,15,7,0,921,114,1,19,3.6
338,400,344,213,440,4.4,4.56,4.44,2.13,4.5,222,2,0,40,17,2,20,3.6
375,344,211,275,410,4.2,4.22,4.56,1.38,4.8,0,6,0,69,11,2,19,2.8
488,344,378,263,330,4.6,4.56,4.78,1.13,3.9,0,17,1,371,16,2,21,3.1
250,244,289,438,270,4.4,3.56,4.78,1.75,3.9,45,13,4,120,18,2,20,2.6
463,433,211,263,470,4.8,4.67,3.44,1.25,5,83,11,0,281,45,2,20,3.6
288,389,400,288,390,3.4,4.22,4.33,2,3.6,1,1,1,88,18,2,19,3.5
375,356,244,263,440,4.8,3.67,4.33,1.38,4.7,55,7,0,322,15,1,19,3.7
413,356,433,188,380,4.6,4.67,4.56,1.75,4.4,7,10,1,149,14,1,20,3.7
325,322,278,438,500,4.6,4.67,4.67,1.13,4.9,126,9,1,617,27,2,20,3
463,311,333,263,380,4.6,4.22,4.78,1.5,4.3,19,4,0,1006,78,1,21,3.3
388,356,367,288,320,4.2,3.78,4.56,1.88,3.8,28,2,1,296,4,1,21,3
475,289,422,263,340,4.6,3.67,4.33,2,3.5,55,4,1,350,40,1,20,3.5
400,233,433,300,370,4.6,3.11,4.78,2.25,4.3,82,3,0,673,78,1,19,3.3
225,300,244,263,350,3.6,3.67,4.33,1.5,3.9,25,14,0,54,9,2,18,2.8
425,344,322,300,350,4.8,4.11,4.78,1.75,4.4,2,3,0,369,38,2,20,4
263,300,367,363,310,4.2,4.22,4.44,1.5,4,115,6,0,115,10,2,20,3.6
438,378,422,313,360,4.2,3.67,4.11,2,3.9,21,6,1,188,17,1,18,3.4
338,322,456,425,390,4.4,4.67,5,1.13,4.7,171,8,1,98,7,2,21,3.2
400,433,444,225,440,4.2,4.56,4.78,1.75,4.3,0,4,0,185,40,2,22,3.4
263,344,244,338,420,4.2,4.11,4.11,1.38,4,20,9,3,145,12,1,23,3.4
288,311,444,400,420,4.2,4.22,5,1.13,4.4,91,10,0,289,23,2,21,2.9
263,433,333,263,400,4,4.44,4.56,1.63,3.8,68,8,1,217,19,2,20,2.6
275,378,367,338,310,3.4,3.67,4.33,1.38,4.1,177,1,1,255,19,2,20,2.8
188,400,256,213,280,4.2,3.89,4.56,1.5,3.8,3,2,0,49,1,1,20,3.1
388,389,256,325,490,4.6,4,4.22,1.5,4.2,86,4,4,184,15,2,22,2.8
363,422,433,238,440,4.4,4.67,4.89,2,4.6,2,5,1,459,108,2,18,2.9
375,356,333,375,400,4.2,4.33,4.56,1.75,4.1,3,7,0,145,13,2,21,2.7
288,344,378,238,330,4,4,4.22,1.88,3.9,0,2,0,25,2,1,21,3.2
363,322,389,263,360,3.6,3.33,3.44,2.75,3.4,2,8,12,66,1,1,19,3.28
400,378,400,325,490,4.2,4.33,4.44,2,4.8,52,9,0,217,42,2,18,3
388,333,333,300,330,4.4,3.78,4.78,2.13,4.3,3,3,0,230,15,1,21,2.8
325,433,367,275,330,3.8,4.33,4.33,2.13,3.9,49,19,1,367,15,2,18,3.6
363,356,322,313,460,4.6,4.44,3.56,2.13,4.4,41,1,0,135,36,2,18,3
375,356,378,288,330,4.2,4,4.22,2.38,3.8,0,6,1,143,12,1,18,3.1
388,356,289,263,310,4.8,3.78,4.44,1.88,3.7,10,11,0,201,14,2,21,2.9
200,433,344,338,390,4,3.89,4.56,2,4.2,1,6,0,172,5,1,21,2
225,333,344,363,440,4.2,4.33,4.33,2.13,4.7,82,3,1,310,46,2,19,3.1
275,311,356,388,420,3.4,4.11,4.11,2,4.2,3,7,0,116,16,2,19,2.6
388,300,333,388,410,4.4,4.44,4.78,1.88,4,41,1,0,219,18,1,20,3.4
300,344,333,388,410,4,4.22,4.67,1.63,3.9,21,28,0,195,30,1,20,3.1
363,389,278,188,350,4.8,4.33,4.44,2.25,4.2,18,1,0,791,25,1,19,3.2
250,389,356,338,290,5,4.44,4.33,1.75,4.3,145,7,1,124,16,2,19,2.9
350,278,378,263,370,4,4.11,3.56,2.5,3.8,73,2,0,163,332,1,19,3.5
288,389,333,313,320,3.4,4.22,4,2.38,3.8,130,5,2,101,11,2,18,2.9
350,322,333,275,240,4.6,4,4.78,1.5,3.8,0,12,0,214,48,2,18,3.2
400,378,311,263,310,3.8,3.78,4.44,1.75,3.8,40,15,1,173,12,2,20,3.1
488,300,411,388,420,4.4,3.89,4.78,1.38,4.6,19,20,0,128,18,2,21,3.5
413,300,489,263,490,4.4,3.11,4.67,1.88,4.8,49,35,4,281,26,2,21,2.9
275,356,367,238,420,4,3.44,4.44,2.13,4.3,6,1,2,17,1,1,21,3.3
325,389,356,375,380,3.8,4.33,4.22,2.38,3.7,21,7,0,161,6,2,20,2.8
350,344,322,225,300,4,3.67,4.56,1.75,3.6,43,11,1,309,15,1,20,2.9
350,444,333,200,310,4.8,4.44,4,1.63,4.4,0,5,3,146,25,2,19,3.6
438,422,389,263,480,4,4,4.11,1.63,5,12,14,2,251,16,2,21,3.6
350,378,356,300,280,4.4,4.44,4.33,2.5,3.8,13,4,0,211,34,2,18,3.1
325,356,389,388,350,4.2,3.89,4.56,2,4,19,21,0,239,10,1,21,3.6
288,422,389,338,320,4.4,4.11,4.56,1.88,3.7,208,27,0,188,11,2,19,3.4
375,500,500,188,440,4.6,4.89,5,1.25,4.4,800,3,0,249,46,2,18,3.6
338,356,322,263,310,4.4,4.22,4.56,2.13,4.1,107,11,0,307,34,2,19,3.1
363,367,222,238,380,4,4.22,4.89,1.75,4.2,16,7,1,282,22,2,20,3.2
325,411,333,200,280,4.8,3.56,4.89,1.25,4.4,11,2,0,160,13,1,21,3.3
300,322,400,238,460,3.6,3.78,4.67,1.63,4.9,13,1,1,72,16,2,21,3.2
400,411,400,200,310,4.8,4.22,4.33,2,4.2,19,6,1,98,27,2,18,3.2
375,289,367,338,400,5,4.33,4.22,1.38,4.5,46,43,2,236,14,2,18,2.9
413,322,211,388,360,4.4,3.44,4,1.88,3.9,53,11,8,66,17,2,19,3.1
200,311,267,313,390,4,4.22,4.44,2,4.1,48,1,0,101,7,1,20,3.4
225,344,289,425,350,3.6,3.89,3.89,1.63,3.5,112,33,55,306,11,2,19,3.2
275,322,356,288,450,3,4.11,4.22,2.38,4,0,1,0,65,17,1,19,4
363,300,178,250,470,4,3.56,3.89,2.38,4.5,2,2,0,146,10,1,19,3.6
400,356,289,238,320,4.6,3.22,4.56,2.13,3.9,173,4,3,184,8,1,20,3
288,222,333,400,290,4.4,4,4.56,2,3.9,89,19,0,195,43,2,18,2.4
438,411,378,225,420,4.4,4,4,1.88,4.5,459,18,0,163,20,2,18,2.9
388,367,411,425,420,4.6,4.22,4.78,2,4.6,42,8,2,469,24,1,18,3.7
463,311,222,388,420,4.4,4.56,4.56,1.88,4.5,282,3,0,205,18,2,20,3.4
300,344,289,438,270,3.8,3.67,4.56,2,3.8,0,14,3,155,23,2,18,2.3
363,467,344,200,290,4,4.56,4,2,3.7,31,9,0,258,28,2,21,3.1
350,411,467,288,420,3.6,4.44,4.78,1.75,4.5,14,26,0,290,42,2,21,3.1
363,344,333,338,450,3.2,3.67,4,2.13,4.6,59,20,10,227,23,2,22,3.8
400,367,389,313,430,4.8,4,4.56,2,4.3,5,31,1,166,23,2,18,3.1
388,333,356,375,410,3.8,3.44,4.44,2.63,4.4,3,17,0,90,15,2,19,3.4
325,333,389,375,440,3.6,4,4.22,2.13,4.4,16,3,21,92,11,2,19,2.8
450,333,333,400,310,4.8,4.56,4.78,1.25,3.3,5,9,1,487,26,2,21,3.4
350,411,400,313,450,4.6,4.22,4.22,2.13,4.6,5,4,1,142,7,1,19,3.1
238,322,167,263,290,3,3.22,4.56,1.5,4.4,939,14,53,208,11,2,21,2.1
425,433,411,263,410,4.2,4.44,4.78,1.88,4.3,31,42,1,483,49,2,19,3.5
375,300,311,250,320,4.6,3.44,3.67,1.13,4.9,1,1,1,162,19,1,20,3
250,356,356,388,280,4.4,3.78,4.11,2.13,3.5,0,7,0,159,34,2,18,2.9
450,189,278,450,500,4.2,1.89,4.78,4.5,5,41,4,1,244,32,1,18,3.4
400,378,333,225,390,4.2,4.44,4.56,1.88,4,36,17,0,196,27,2,19,3.1
350,444,344,263,460,4.4,4.33,3.56,1.88,4,81,4,0,224,31,2,18,3.5
238,467,367,375,350,4.8,4.78,4.78,1.75,4,270,5,0,227,47,2,21,2.9
325,344,367,263,420,4.2,4.33,4.67,1.13,4.5,26,22,1,303,11,2,21,3.8
238,300,167,488,300,4,4.11,4.33,1.38,4,295,17,12,368,22,2,19,2.1
300,344,378,338,340,3.8,4.22,4.78,1.75,4,15,1,7,59,4,2,18,3.2
425,333,344,325,350,4.4,3.67,4.44,1.63,3.8,17,11,0,377,79,2,21,3.8
388,344,344,275,240,4.2,3.89,4.67,1.38,3.4,20,13,1,172,27,2,19,3.5
400,389,344,350,430,4.6,4,4.56,2,4.3,31,12,0,238,28,2,20,3.2
250,433,378,238,380,4.4,4.33,4.56,1.88,3.6,10,4,0,195,23,2,17,2.7
250,322,378,463,420,4.4,4.22,4.67,1.88,4.3,31,35,1,239,16,2,20,3.4
463,189,300,313,350,4.8,3.11,3.56,1.75,3.9,8,6,0,182,25,2,21,3.7
325,333,222,300,450,2.6,3.56,3.22,2.88,4.4,299,3,33,106,5,2,19,3.2
300,389,289,313,390,4.6,3.89,4.78,1.63,4.5,90,15,0,260,33,2,20,2.8
350,389,333,313,300,4.2,3.89,4.67,2,3.9,9,17,0,256,21,2,20,2.9
488,333,289,163,500,4.8,3.89,4.22,1.25,5,85,29,1,186,12,2,20,3.3
288,356,322,263,470,5,4.78,4.89,1,4.8,0,1,0,286,56,2,18,3.2
225,278,300,425,410,4.8,4.78,4.89,1,4.9,300,19,1,189,14,2,21,2.5
300,422,367,313,460,4.8,4.56,5,1.13,5,50,11,1,427,31,2,21,2.5
225,333,322,238,340,3.4,3.67,4.33,1.88,3.7,17,11,0,127,13,2,21,3.2
413,356,278,313,500,4.6,4.78,4.33,1.38,4.7,874,4,1,471,20,2,20,3.8
225,322,233,363,340,3.6,3.56,4.22,1.13,3.7,820,23,12,40,3,1,19,2.4
275,356,300,363,330,3.8,3.78,3.67,2.13,4.1,46,7,0,237,68,1,18,2.7
